zona;secao;cargo;numero;nome;votos;partido;coligacao
109;174;Deputado Federal;2222;ANDRÉ FERNANDES;16;PL;PL
109;174;Deputado Federal;2233;GORETE PEREIRA;1;PL;PL
109;174;Deputado Federal;2255;JÚNIOR MANO;1;PL;PL
109;174;Deputado Federal;2277;DR JAZIEL;9;PL;PL
109;174;Deputado Federal;2288;PRISCILA COSTA;7;PL;PL
109;174;Deputado Federal;2299;MATHEUS NORONHA;15;PL;PL
109;174;Deputado Federal;4400;LUIZ CARLOS JR;1;UNIÃO;UNIÃO
109;174;Deputado Federal;4410;CARLOS MATOS;3;UNIÃO;UNIÃO
109;174;Deputado Federal;4422;JULIERME SENA;1;UNIÃO;UNIÃO
109;174;Deputado Federal;4433;DR. AGRIPINO MAGALHÃES;2;UNIÃO;UNIÃO
109;174;Deputado Federal;4444;HEITOR FREIRE;4;UNIÃO;UNIÃO
109;174;Deputado Federal;4445;DAMIÃO TENORIO;5;UNIÃO;UNIÃO
109;174;Deputado Federal;4447;DANILO FORTE;7;UNIÃO;UNIÃO
109;174;Deputado Federal;4456;DAYANY DO CAPITÃO;2;UNIÃO;UNIÃO
109;174;Deputado Federal;4477;FERNANDA PESSOA;2;UNIÃO;UNIÃO
109;174;Deputado Federal;4488;MOSES RODRIGUES;11;UNIÃO;UNIÃO
109;174;Deputado Federal;4490;SOLDADO NOELIO;1;UNIÃO;UNIÃO
109;174;Deputado Federal;5005;ANNA KARINA VOZES FEMINISTAS;1;PSOL;(PSOL/REDE)
109;174;Deputado Federal;5050;AILTON LOPES;2;PSOL;(PSOL/REDE)
109;174;Deputado Federal;5055;GABRIEL BIOLOGIA;3;PSOL;(PSOL/REDE)
109;174;Deputado Federal;5511;CÉLIO STUDART;11;PSD;PSD
109;174;Deputado Federal;5533;LUIZ GASTÃO;8;PSD;PSD
109;174;Deputado Federal;5555;DOMINGOS NETO;74;PSD;PSD
109;174;Deputado Federal;5588;ELIANE BRAZ;2;PSD;PSD
109;174;Deputado Federal;6565;INÁCIO ARRUDA;1;PC do B;(PT/PC do B/PV)
109;174;Deputado Federal;7012;LURDENIS VIEIRA;1;AVANTE;AVANTE
109;174;Deputado Federal;12;LEGENDA PDT;2;PDT;PDT
109;174;Deputado Federal;13;LEGENDA PT;2;PT;PT
109;174;Deputado Federal;95;BRANCOS;8;;
109;174;Deputado Federal;96;NULOS;6;;
109;174;Deputado Estadual;10000;APÓSTOLO LUIZ HENRIQUE;4;REPUBLICANOS;REPUBLICANOS
109;174;Deputado Estadual;10123;DAVID DURAND;1;REPUBLICANOS;REPUBLICANOS
109;174;Deputado Estadual;11111;ZEZINHO ALBUQUERQUE;4;PP;PP
109;174;Deputado Estadual;11113;ALMIR BIÉ;10;PP;PP
109;174;Deputado Estadual;11222;DR VICTOR GURGEL;1;PP;PP
109;174;Deputado Estadual;11444;LEONARDO PINHEIRO;9;PP;PP
109;174;Deputado Estadual;12000;EVANDRO LEITÃO;4;PDT;PDT
109;174;Deputado Estadual;12123;CLÁUDIO PINHO;5;PDT;PDT
109;174;Deputado Estadual;12127;HELAINE COELHO;29;PDT;PDT
109;174;Deputado Estadual;12300;QUEIROZ FILHO;1;PDT;PDT
109;174;Deputado Estadual;12344;JANNE RUTH;1;PDT;PDT
109;174;Deputado Estadual;12345;LIA GOMES;1;PDT;PDT
109;174;Deputado Estadual;12444;JEOVÁ MOTA;1;PDT;PDT
109;174;Deputado Estadual;12600;TIN GOMES;1;PDT;PDT
109;174;Deputado Estadual;13123;MISSIAS DO MST;2;PT;(PT/PC do B/PV)
109;174;Deputado Estadual;13131;MARI LACERDA;2;PT;(PT/PC do B/PV)
109;174;Deputado Estadual;13132;ACRISIO SENA;2;PT;(PT/PC do B/PV)
109;174;Deputado Estadual;13333;MOISES BRAZ;2;PT;(PT/PC do B/PV)
109;174;Deputado Estadual;13456;DE ASSIS DINIZ;2;PT;(PT/PC do B/PV)
109;174;Deputado Estadual;13777;NIZO;2;PT;(PT/PC do B/PV)
109;174;Deputado Estadual;13789;JULINHO;9;PT;(PT/PC do B/PV)
109;174;Deputado Estadual;15115;CARLOS BANDEIRA;2;MDB;MDB
109;174;Deputado Estadual;15888;AGENOR NETO;3;MDB;MDB
109;174;Deputado Estadual;22010;BEZERRA DE MENESES;2;PL;PL
109;174;Deputado Estadual;22022;CARMELO NETO;4;PL;PL
109;174;Deputado Estadual;22222;PR.ALCIDES FERNANDES;6;PL;PL
109;174;Deputado Estadual;22380;DUDU DIÓGENES;2;PL;PL
109;174;Deputado Estadual;22422;DR MARCELO;1;PL;PL
109;174;Deputado Estadual;22555;MARTA GONÇALVES;51;PL;PL
109;174;Deputado Estadual;22556;DAVID PROARMAS;1;PL;PL
109;174;Deputado Estadual;22720;MILTON ANDRADE;3;PL;PL
109;174;Deputado Estadual;22777;DRA SILVANA;12;PL;PL
109;174;Deputado Estadual;23123;LUANA RIBEIRO;1;CIDADANIA;(PSDB/CIDADANIA)
109;174;Deputado Estadual;43640;WALTER CAVALCANTE;1;PV;(PT/PC do B/PV)
109;174;Deputado Estadual;44111;FELIPE MOTA;1;UNIÃO;UNIÃO
109;174;Deputado Estadual;44447;ISABELLE MUNGUBA;1;UNIÃO;UNIÃO
109;174;Deputado Estadual;44556;PRISCILA ROCHA;1;UNIÃO;UNIÃO
109;174;Deputado Estadual;44567;MAGNOLIA ROCHA;7;UNIÃO;UNIÃO
109;174;Deputado Estadual;44777;FIRMO CAMURÇA;2;UNIÃO;UNIÃO
109;174;Deputado Estadual;44888;DR. OSCAR RODRIGUES;7;UNIÃO;UNIÃO
109;174;Deputado Estadual;45000;JORGE PINHEIRO;2;PSDB;(PSDB/CIDADANIA)
109;174;Deputado Estadual;45123;EMILIA PESSOA;1;PSDB;(PSDB/CIDADANIA)
109;174;Deputado Estadual;50013;LÉO SURICATE;2;PSOL;(PSOL/REDE)
109;174;Deputado Estadual;50500;RENATO ROSENO;5;PSOL;(PSOL/REDE)
109;174;Deputado Estadual;55011;APOLLO VICZ;1;PSD;PSD
109;174;Deputado Estadual;55333;SIMÃO PEDRO;1;PSD;PSD
109;174;Deputado Estadual;55555;GABRIELLA AGUIAR;1;PSD;PSD
109;174;Deputado Estadual;65013;PROFESSOR ANÍZIO;1;PC do B;(PT/PC do B/PV)
109;174;Deputado Estadual;65234;CACIKA IRÊ;1;PC do B;(PT/PC do B/PV)
109;174;Deputado Estadual;70000;TAM DE OLIVEIRA;2;AVANTE;AVANTE
109;174;Deputado Estadual;70123;TOMAZ HOLANDA;11;AVANTE;AVANTE
109;174;Deputado Estadual;11;LEGENDA PP;1;PP;PP
109;174;Deputado Estadual;12;LEGENDA PDT;3;PDT;PDT
109;174;Deputado Estadual;13;LEGENDA PT;2;PT;PT
109;174;Deputado Estadual;15;LEGENDA MDB;2;MDB;MDB
109;174;Deputado Estadual;22;LEGENDA PL;3;PL;PL
109;174;Deputado Estadual;33;LEGENDA PMN;1;PMN;PMN
109;174;Deputado Estadual;44;LEGENDA UNIÃO;3;UNIÃO;UNIÃO
109;174;Deputado Estadual;70;LEGENDA AVANTE;2;AVANTE;AVANTE
109;174;Deputado Estadual;95;BRANCOS;10;;
109;174;Deputado Estadual;96;NULOS;8;;
109;175;Presidente;12;CIRO GOMES;17;PDT;PDT
109;175;Presidente;13;LULA;132;PT;(PT/PC do B/PV), SOLIDARIEDADE, (PSOL/REDE), PSB, AGIR, AVANTE, PROS
109;175;Presidente;15;SIMONE TEBET;4;MDB;MDB, (PSDB/CIDADANIA), PODE
109;175;Presidente;22;JAIR BOLSONARO;90;PL;PP, REPUBLICANOS, PL
109;175;Presidente;44;SORAYA THRONICKE;1;UNIÃO;UNIÃO
109;175;Presidente;95;BRANCOS;1;;
109;175;Presidente;96;NULOS;10;;
109;175;Governador;12;ROBERTO CLÁUDIO;24;PDT;PMN, PATRIOTA, AGIR, PMB, PDT, PSD, PSB, PSC, DC
109;175;Governador;13;ELMANO DE FREITAS;99;PT;(PT/PC do B/PV), PP, MDB, PRTB, (PSOL/REDE), SOLIDARIEDADE
109;175;Governador;44;CAPITÃO WAGNER;110;UNIÃO;PODE, AVANTE, PL, REPUBLICANOS, PTB, PROS, UNIÃO
109;175;Governador;95;BRANCOS;5;;
109;175;Governador;96;NULOS;17;;
109;175;Senador;131;CAMILO;133;PT;(PT/PC do B/PV), MDB, PRTB, (PSOL/REDE), SOLIDARIEDADE, PP
109;175;Senador;555;ERIKA AMORIM;5;PSD;PSB, AGIR, DC, PMB, PDT, PSD, PMN, PATRIOTA, PSC
109;175;Senador;700;KAMILA CARDOSO;88;AVANTE;AVANTE, UNIÃO, PTB, REPUBLICANOS, PROS, PL, PODE
109;175;Senador;95;BRANCOS;10;;
109;175;Senador;96;NULOS;19;;
109;175;Deputado Federal;1010;RONALDO MARTINS;2;REPUBLICANOS;REPUBLICANOS
109;175;Deputado Federal;1023;PASTOR ABRAÃO;5;REPUBLICANOS;REPUBLICANOS
109;175;Deputado Federal;1030;VERISSIMO FREITAS;2;REPUBLICANOS;REPUBLICANOS
109;175;Deputado Federal;1111;AJ ALBUQUERQUE;1;PP;PP
109;175;Deputado Federal;1212;LEÔNIDAS CRISTINO;2;PDT;PDT
109;175;Deputado Federal;1213;IDILVAN;11;PDT;PDT
109;175;Deputado Federal;1214;EDUARDO BISMARCK;13;PDT;PDT
109;175;Deputado Federal;1221;MAURO FILHO;1;PDT;PDT
109;175;Deputado Federal;1233;ROBÉRIO MONTEIRO;5;PDT;PDT
109;175;Deputado Federal;1251;ARNON BEZERRA;1;PDT;PDT
109;175;Deputado Federal;1277;ADAIL JR;2;PDT;PDT
109;175;Deputado Federal;1292;ENFERMEIRA ANA PAULA;1;PDT;PDT
109;175;Deputado Federal;1313;LUIZIANNE LINS;7;PT;(PT/PC do B/PV)
109;175;Deputado Federal;1322;GUIMARÃES DO PT;1;PT;(PT/PC do B/PV)
109;175;Deputado Federal;1333;JOSE AIRTON;2;PT;(PT/PC do B/PV)
109;175;Deputado Federal;1456;DR MARIGESIO;1;PTB;PTB
109;175;Deputado Federal;1533;EUNÍCIO;5;MDB;MDB
109;175;Deputado Federal;2069;REGININHA DUARTE;1;PSC;PSC
109;175;Deputado Federal;2200;DRA. MAYRA PINHEIRO;2;PL;PL
109;175;Deputado Federal;2201;DELEGADO CAVALCANTE;1;PL;PL
109;175;Deputado Federal;2210;CORONEL AGINALDO;5;PL;PL
109;175;Deputado Federal;2222;ANDRÉ FERNANDES;10;PL;PL
109;175;Deputado Federal;2233;GORETE PEREIRA;1;PL;PL
109;175;Deputado Federal;2277;DR JAZIEL;12;PL;PL
109;175;Deputado Federal;2288;PRISCILA COSTA;1;PL;PL
109;175;Deputado Federal;2299;MATHEUS NORONHA;7;PL;PL
109;175;Deputado Federal;4400;LUIZ CARLOS JR;2;UNIÃO;UNIÃO
109;175;Deputado Federal;4410;CARLOS MATOS;4;UNIÃO;UNIÃO
109;175;Deputado Federal;4422;JULIERME SENA;2;UNIÃO;UNIÃO
109;175;Deputado Federal;4433;DR. AGRIPINO MAGALHÃES;3;UNIÃO;UNIÃO
109;175;Deputado Federal;4444;HEITOR FREIRE;4;UNIÃO;UNIÃO
109;175;Deputado Federal;4445;DAMIÃO TENORIO;4;UNIÃO;UNIÃO
109;175;Deputado Federal;4447;DANILO FORTE;11;UNIÃO;UNIÃO
109;175;Deputado Federal;4477;FERNANDA PESSOA;4;UNIÃO;UNIÃO
109;175;Deputado Federal;4488;MOSES RODRIGUES;14;UNIÃO;UNIÃO
109;175;Deputado Federal;4490;SOLDADO NOELIO;1;UNIÃO;UNIÃO
109;175;Deputado Federal;5013;ADELITA MONTEIRO;1;PSOL;(PSOL/REDE)
109;175;Deputado Federal;5511;CÉLIO STUDART;10;PSD;PSD
109;175;Deputado Federal;5533;LUIZ GASTÃO;3;PSD;PSD
109;175;Deputado Federal;5555;DOMINGOS NETO;67;PSD;PSD
109;175;Deputado Federal;5566;KELVYA ALBUQUERQUE;3;PSD;PSD
109;175;Deputado Federal;5588;ELIANE BRAZ;3;PSD;PSD
109;175;Deputado Federal;5599;EMANUEL MOTA;1;PSD;PSD
109;175;Deputado Federal;6565;INÁCIO ARRUDA;1;PC do B;(PT/PC do B/PV)
109;175;Deputado Federal;7012;LURDENIS VIEIRA;1;AVANTE;AVANTE
109;175;Deputado Federal;22;LEGENDA PL;2;PL;PL
109;175;Deputado Federal;95;BRANCOS;9;;
109;175;Deputado Federal;96;NULOS;3;;
109;175;Deputado Estadual;10000;APÓSTOLO LUIZ HENRIQUE;2;REPUBLICANOS;REPUBLICANOS
109;175;Deputado Estadual;10123;DAVID DURAND;3;REPUBLICANOS;REPUBLICANOS
109;175;Deputado Estadual;10124;DUQUINHA;1;REPUBLICANOS;REPUBLICANOS
109;175;Deputado Estadual;11111;ZEZINHO ALBUQUERQUE;4;PP;PP
109;175;Deputado Estadual;11113;ALMIR BIÉ;5;PP;PP
109;175;Deputado Estadual;11444;LEONARDO PINHEIRO;6;PP;PP
109;175;Deputado Estadual;12000;EVANDRO LEITÃO;2;PDT;PDT
109;175;Deputado Estadual;12011;JOTA LIMA JUMENTIM AMARELO;1;PDT;PDT
109;175;Deputado Estadual;12111;ANTONIO HENRIQUE;1;PDT;PDT
109;175;Deputado Estadual;12123;CLÁUDIO PINHO;5;PDT;PDT
109;175;Deputado Estadual;12127;HELAINE COELHO;26;PDT;PDT
109;175;Deputado Estadual;12300;QUEIROZ FILHO;1;PDT;PDT
109;175;Deputado Estadual;12888;SERGIO AGUIAR;1;PDT;PDT
109;175;Deputado Estadual;13132;ACRISIO SENA;2;PT;(PT/PC do B/PV)
109;175;Deputado Estadual;13133;LARISSA GASPAR;1;PT;(PT/PC do B/PV)
109;175;Deputado Estadual;13222;FERNANDO SANTANA;1;PT;(PT/PC do B/PV)
109;175;Deputado Estadual;13333;MOISES BRAZ;1;PT;(PT/PC do B/PV)
109;175;Deputado Estadual;13555;JULIANA LUCENA;3;PT;(PT/PC do B/PV)
109;175;Deputado Estadual;13777;NIZO;4;PT;(PT/PC do B/PV)
109;175;Deputado Estadual;13789;JULINHO;7;PT;(PT/PC do B/PV)
109;175;Deputado Estadual;15123;AUDIC MOTA;1;MDB;MDB
109;175;Deputado Estadual;15888;AGENOR NETO;4;MDB;MDB
109;175;Deputado Estadual;22010;BEZERRA DE MENESES;3;PL;PL
109;175;Deputado Estadual;22022;CARMELO NETO;4;PL;PL
109;175;Deputado Estadual;22111;PEDRO MATOS;1;PL;PL
109;175;Deputado Estadual;22120;ALEX CEARÁ;1;PL;PL
109;175;Deputado Estadual;22190;CABO RUBEM RUBINHO;1;PL;PL
109;175;Deputado Estadual;22222;PR.ALCIDES FERNANDES;2;PL;PL
109;175;Deputado Estadual;22380;DUDU DIÓGENES;1;PL;PL
109;175;Deputado Estadual;22555;MARTA GONÇALVES;57;PL;PL
109;175;Deputado Estadual;22722;PAULO BATTISTI;1;PL;PL
109;175;Deputado Estadual;22777;DRA SILVANA;15;PL;PL
109;175;Deputado Estadual;23192;MARTINHA - A SAÚDE RESISTE;1;CIDADANIA;(PSDB/CIDADANIA)
109;175;Deputado Estadual;30000;DR. ISAQUE RABELO;2;NOVO;NOVO
109;175;Deputado Estadual;33123;ALCY PINHEIRO;3;PMN;PMN
109;175;Deputado Estadual;43222;REGINALDO CASTRO;1;PV;(PT/PC do B/PV)
109;175;Deputado Estadual;44111;FELIPE MOTA;1;UNIÃO;UNIÃO
109;175;Deputado Estadual;44190;SARGENTO REGINAURO;2;UNIÃO;UNIÃO
109;175;Deputado Estadual;44244;JULIANA DUARTE;1;UNIÃO;UNIÃO
109;175;Deputado Estadual;44556;PRISCILA ROCHA;1;UNIÃO;UNIÃO
109;175;Deputado Estadual;44567;MAGNOLIA ROCHA;6;UNIÃO;UNIÃO
109;175;Deputado Estadual;44776;NICOLLE BARBOSA;1;UNIÃO;UNIÃO
109;175;Deputado Estadual;44777;FIRMO CAMURÇA;5;UNIÃO;UNIÃO
109;175;Deputado Estadual;44888;DR. OSCAR RODRIGUES;13;UNIÃO;UNIÃO
109;175;Deputado Estadual;45000;JORGE PINHEIRO;3;PSDB;(PSDB/CIDADANIA)
109;175;Deputado Estadual;45123;EMILIA PESSOA;4;PSDB;(PSDB/CIDADANIA)
109;175;Deputado Estadual;50444;ZULEIDE QUEIROZ;1;PSOL;(PSOL/REDE)
109;175;Deputado Estadual;50500;RENATO ROSENO;2;PSOL;(PSOL/REDE)
109;175;Deputado Estadual;55011;APOLLO VICZ;1;PSD;PSD
109;175;Deputado Estadual;55555;GABRIELLA AGUIAR;1;PSD;PSD
109;175;Deputado Estadual;65234;CACIKA IRÊ;2;PC do B;(PT/PC do B/PV)
109;175;Deputado Estadual;70000;TAM DE OLIVEIRA;1;AVANTE;AVANTE
109;175;Deputado Estadual;70111;AUGUSTO ARAGÃO;1;AVANTE;AVANTE
109;175;Deputado Estadual;70123;TOMAZ HOLANDA;9;AVANTE;AVANTE
109;175;Deputado Estadual;12;LEGENDA PDT;1;PDT;PDT
109;175;Deputado Estadual;13;LEGENDA PT;1;PT;PT
109;175;Deputado Estadual;33;LEGENDA PMN;1;PMN;PMN
109;175;Deputado Estadual;44;LEGENDA UNIÃO;1;UNIÃO;UNIÃO
109;175;Deputado Estadual;45;LEGENDA PSDB;2;PSDB;PSDB
109;175;Deputado Estadual;95;BRANCOS;10;;
109;175;Deputado Estadual;96;NULOS;9;;
109;176;Presidente;12;CIRO GOMES;17;PDT;PDT
109;176;Presidente;13;LULA;146;PT;(PT/PC do B/PV), SOLIDARIEDADE, (PSOL/REDE), PSB, AGIR, AVANTE, PROS
109;176;Presidente;15;SIMONE TEBET;4;MDB;MDB, (PSDB/CIDADANIA), PODE
109;176;Presidente;22;JAIR BOLSONARO;93;PL;PP, REPUBLICANOS, PL
109;176;Presidente;44;SORAYA THRONICKE;1;UNIÃO;UNIÃO
109;176;Presidente;95;BRANCOS;2;;
109;176;Presidente;96;NULOS;8;;
109;176;Governador;12;ROBERTO CLÁUDIO;24;PDT;PMN, PATRIOTA, AGIR, PMB, PDT, PSD, PSB, PSC, DC
109;176;Governador;13;ELMANO DE FREITAS;111;PT;(PT/PC do B/PV), PP, MDB, PRTB, (PSOL/REDE), SOLIDARIEDADE
109;176;Governador;44;CAPITÃO WAGNER;119;UNIÃO;PODE, AVANTE, PL, REPUBLICANOS, PTB, PROS, UNIÃO
109;176;Governador;95;BRANCOS;8;;
109;176;Governador;96;NULOS;9;;
109;176;Senador;131;CAMILO;151;PT;(PT/PC do B/PV), MDB, PRTB, (PSOL/REDE), SOLIDARIEDADE, PP
109;176;Senador;555;ERIKA AMORIM;8;PSD;PSB, AGIR, DC, PMB, PDT, PSD, PMN, PATRIOTA, PSC
109;176;Senador;700;KAMILA CARDOSO;76;AVANTE;AVANTE, UNIÃO, PTB, REPUBLICANOS, PROS, PL, PODE
109;176;Senador;95;BRANCOS;19;;
109;176;Senador;96;NULOS;17;;
109;176;Deputado Federal;1010;RONALDO MARTINS;4;REPUBLICANOS;REPUBLICANOS
109;176;Deputado Federal;1023;PASTOR ABRAÃO;1;REPUBLICANOS;REPUBLICANOS
109;176;Deputado Federal;1030;VERISSIMO FREITAS;2;REPUBLICANOS;REPUBLICANOS
109;176;Deputado Federal;1212;LEÔNIDAS CRISTINO;1;PDT;PDT
109;176;Deputado Federal;1213;IDILVAN;21;PDT;PDT
109;176;Deputado Federal;1214;EDUARDO BISMARCK;8;PDT;PDT
109;176;Deputado Federal;1233;ROBÉRIO MONTEIRO;4;PDT;PDT
109;176;Deputado Federal;1234;ANDRÉ FIGUEIREDO;1;PDT;PDT
109;176;Deputado Federal;1251;ARNON BEZERRA;2;PDT;PDT
109;176;Deputado Federal;1292;ENFERMEIRA ANA PAULA;2;PDT;PDT
109;176;Deputado Federal;1313;LUIZIANNE LINS;9;PT;(PT/PC do B/PV)
109;176;Deputado Federal;1322;GUIMARÃES DO PT;3;PT;(PT/PC do B/PV)
109;176;Deputado Federal;1333;JOSE AIRTON;1;PT;(PT/PC do B/PV)
109;176;Deputado Federal;1533;EUNÍCIO;3;MDB;MDB
109;176;Deputado Federal;2200;DRA. MAYRA PINHEIRO;2;PL;PL
109;176;Deputado Federal;2210;CORONEL AGINALDO;2;PL;PL
109;176;Deputado Federal;2222;ANDRÉ FERNANDES;4;PL;PL
109;176;Deputado Federal;2233;GORETE PEREIRA;2;PL;PL
109;176;Deputado Federal;2277;DR JAZIEL;7;PL;PL
109;176;Deputado Federal;2288;PRISCILA COSTA;6;PL;PL
109;176;Deputado Federal;2299;MATHEUS NORONHA;10;PL;PL
109;176;Deputado Federal;4400;LUIZ CARLOS JR;1;UNIÃO;UNIÃO
109;176;Deputado Federal;4411;VANDERLAN ALVES;1;UNIÃO;UNIÃO
109;176;Deputado Federal;4422;JULIERME SENA;2;UNIÃO;UNIÃO
109;176;Deputado Federal;4433;DR. AGRIPINO MAGALHÃES;3;UNIÃO;UNIÃO
109;176;Deputado Federal;4444;HEITOR FREIRE;4;UNIÃO;UNIÃO
109;176;Deputado Federal;4445;DAMIÃO TENORIO;3;UNIÃO;UNIÃO
109;176;Deputado Federal;4447;DANILO FORTE;4;UNIÃO;UNIÃO
109;176;Deputado Federal;4455;VAIDON OLIVEIRA;1;UNIÃO;UNIÃO
109;176;Deputado Federal;4456;DAYANY DO CAPITÃO;1;UNIÃO;UNIÃO
109;176;Deputado Federal;4477;FERNANDA PESSOA;2;UNIÃO;UNIÃO
109;176;Deputado Federal;4488;MOSES RODRIGUES;11;UNIÃO;UNIÃO
109;176;Deputado Federal;4490;SOLDADO NOELIO;2;UNIÃO;UNIÃO
109;176;Deputado Federal;5001;JOÃO ALFREDO;1;PSOL;(PSOL/REDE)
109;176;Deputado Federal;5013;ADELITA MONTEIRO;1;PSOL;(PSOL/REDE)
109;176;Deputado Federal;5050;AILTON LOPES;1;PSOL;(PSOL/REDE)
109;176;Deputado Federal;5055;GABRIEL BIOLOGIA;1;PSOL;(PSOL/REDE)
109;176;Deputado Federal;5511;CÉLIO STUDART;6;PSD;PSD
109;176;Deputado Federal;5522;MARCOS LIMA;1;PSD;PSD
109;176;Deputado Federal;5533;LUIZ GASTÃO;8;PSD;PSD
109;176;Deputado Federal;5555;DOMINGOS NETO;94;PSD;PSD
109;176;Deputado Federal;5588;ELIANE BRAZ;3;PSD;PSD
109;176;Deputado Federal;6565;INÁCIO ARRUDA;1;PC do B;(PT/PC do B/PV)
109;176;Deputado Federal;7011;DR MARCOS;2;AVANTE;AVANTE
109;176;Deputado Federal;7012;LURDENIS VIEIRA;1;AVANTE;AVANTE
109;176;Deputado Federal;13;LEGENDA PT;3;PT;PT
109;176;Deputado Federal;43;LEGENDA PV;1;PV;PV
109;176;Deputado Federal;95;BRANCOS;11;;
109;176;Deputado Federal;96;NULOS;6;;
109;176;Deputado Estadual;10000;APÓSTOLO LUIZ HENRIQUE;2;REPUBLICANOS;REPUBLICANOS
109;176;Deputado Estadual;10123;DAVID DURAND;4;REPUBLICANOS;REPUBLICANOS
109;176;Deputado Estadual;11111;ZEZINHO ALBUQUERQUE;1;PP;PP
109;176;Deputado Estadual;11113;ALMIR BIÉ;6;PP;PP
109;176;Deputado Estadual;11444;LEONARDO PINHEIRO;6;PP;PP
109;176;Deputado Estadual;12011;JOTA LIMA JUMENTIM AMARELO;1;PDT;PDT
109;176;Deputado Estadual;12123;CLÁUDIO PINHO;10;PDT;PDT
109;176;Deputado Estadual;12127;HELAINE COELHO;25;PDT;PDT
109;176;Deputado Estadual;12345;LIA GOMES;2;PDT;PDT
109;176;Deputado Estadual;12500;SALMITO;1;PDT;PDT
109;176;Deputado Estadual;13013;DRA. DENISE;1;PT;(PT/PC do B/PV)
109;176;Deputado Estadual;13100;LILIANE;1;PT;(PT/PC do B/PV)
109;176;Deputado Estadual;13132;ACRISIO SENA;8;PT;(PT/PC do B/PV)
109;176;Deputado Estadual;13133;LARISSA GASPAR;1;PT;(PT/PC do B/PV)
109;176;Deputado Estadual;13333;MOISES BRAZ;1;PT;(PT/PC do B/PV)
109;176;Deputado Estadual;13456;DE ASSIS DINIZ;3;PT;(PT/PC do B/PV)
109;176;Deputado Estadual;13777;NIZO;3;PT;(PT/PC do B/PV)
109;176;Deputado Estadual;13789;JULINHO;8;PT;(PT/PC do B/PV)
109;176;Deputado Estadual;15333;DANNIEL OLIVEIRA;1;MDB;MDB
109;176;Deputado Estadual;15888;AGENOR NETO;7;MDB;MDB
109;176;Deputado Estadual;22010;BEZERRA DE MENESES;1;PL;PL
109;176;Deputado Estadual;22022;CARMELO NETO;3;PL;PL
109;176;Deputado Estadual;22111;PEDRO MATOS;1;PL;PL
109;176;Deputado Estadual;22222;PR.ALCIDES FERNANDES;3;PL;PL
109;176;Deputado Estadual;22380;DUDU DIÓGENES;1;PL;PL
109;176;Deputado Estadual;22555;MARTA GONÇALVES;75;PL;PL
109;176;Deputado Estadual;22720;MILTON ANDRADE;1;PL;PL
109;176;Deputado Estadual;22777;DRA SILVANA;8;PL;PL
109;176;Deputado Estadual;23123;LUANA RIBEIRO;1;CIDADANIA;(PSDB/CIDADANIA)
109;176;Deputado Estadual;23190;TENENTE DANTAS;1;CIDADANIA;(PSDB/CIDADANIA)
109;176;Deputado Estadual;23192;MARTINHA - A SAÚDE RESISTE;2;CIDADANIA;(PSDB/CIDADANIA)
109;176;Deputado Estadual;30000;DR. ISAQUE RABELO;1;NOVO;NOVO
109;176;Deputado Estadual;33123;ALCY PINHEIRO;2;PMN;PMN
109;176;Deputado Estadual;33193;DR JOÃO BATISTA;1;PMN;PMN
109;176;Deputado Estadual;44027;PROFESSOR CARDOSO NETO;2;UNIÃO;UNIÃO
109;176;Deputado Estadual;44123;TONY BRITO;1;UNIÃO;UNIÃO
109;176;Deputado Estadual;44456;CORONEL BEZERRA;1;UNIÃO;UNIÃO
109;176;Deputado Estadual;44567;MAGNOLIA ROCHA;10;UNIÃO;UNIÃO
109;176;Deputado Estadual;44777;FIRMO CAMURÇA;3;UNIÃO;UNIÃO
109;176;Deputado Estadual;44888;DR. OSCAR RODRIGUES;10;UNIÃO;UNIÃO
109;176;Deputado Estadual;45123;EMILIA PESSOA;1;PSDB;(PSDB/CIDADANIA)
109;176;Deputado Estadual;50013;LÉO SURICATE;1;PSOL;(PSOL/REDE)
109;176;Deputado Estadual;50500;RENATO ROSENO;2;PSOL;(PSOL/REDE)
109;176;Deputado Estadual;55011;APOLLO VICZ;2;PSD;PSD
109;176;Deputado Estadual;55234;DR. LUCÍLVIO GIRÃO;1;PSD;PSD
109;176;Deputado Estadual;55888;KEIVIA DIAS;2;PSD;PSD
109;176;Deputado Estadual;65013;PROFESSOR ANÍZIO;1;PC do B;(PT/PC do B/PV)
109;176;Deputado Estadual;65234;CACIKA IRÊ;2;PC do B;(PT/PC do B/PV)
109;176;Deputado Estadual;70000;TAM DE OLIVEIRA;1;AVANTE;AVANTE
109;176;Deputado Estadual;70123;TOMAZ HOLANDA;10;AVANTE;AVANTE
109;176;Deputado Estadual;12;LEGENDA PDT;2;PDT;PDT
109;176;Deputado Estadual;13;LEGENDA PT;6;PT;PT
109;176;Deputado Estadual;22;LEGENDA PL;1;PL;PL
109;176;Deputado Estadual;23;LEGENDA CIDADANIA;1;CIDADANIA;CIDADANIA
109;176;Deputado Estadual;43;LEGENDA PV;1;PV;PV
109;176;Deputado Estadual;55;LEGENDA PSD;1;PSD;PSD
109;176;Deputado Estadual;95;BRANCOS;10;;
109;176;Deputado Estadual;96;NULOS;6;;
109;177;Presidente;12;CIRO GOMES;19;PDT;PDT
109;177;Presidente;13;LULA;134;PT;(PT/PC do B/PV), SOLIDARIEDADE, (PSOL/REDE), PSB, AGIR, AVANTE, PROS
